sparql,template_name,variables,answer,question
"
ASK {
    ?zoning :permitsUse ""private garages"" ;
            rdfs:label ""R1"" .
}
",template_use_2var_yn_answer,"{'use': 'private garages', 'zoning': 'R1'}",True,Are private garages allowed in a R1 zoning district?
"
ASK {
    ?zoning :permitsUse ""private garages"" ;
            rdfs:label ""R1"" .
}
",template_use_2var_yn_answer,"{'use': 'private garages', 'zoning': 'R1'}",True,Are private garages permitted in a R1 zoning district?
"
ASK {
    ?zoning :permitsUse ""private garages"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'private garages', 'zoning': 'R2'}",True,Are private garages allowed in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""private garages"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'private garages', 'zoning': 'R2'}",True,Are private garages permitted in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""private garages"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'private garages', 'zoning': 'R3'}",True,Are private garages allowed in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""private garages"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'private garages', 'zoning': 'R3'}",True,Are private garages permitted in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""buildings accessory to the permitted uses (including private garages and accessory living quarters)"" ;
            rdfs:label ""R1"" .
}
",template_use_2var_yn_answer,"{'use': 'buildings accessory to the permitted uses (including private garages and accessory living quarters)', 'zoning': 'R1'}",True,Are buildings accessory to the permitted uses (including private garages and accessory living quarters) allowed in a R1 zoning district?
"
ASK {
    ?zoning :permitsUse ""buildings accessory to the permitted uses (including private garages and accessory living quarters)"" ;
            rdfs:label ""R1"" .
}
",template_use_2var_yn_answer,"{'use': 'buildings accessory to the permitted uses (including private garages and accessory living quarters)', 'zoning': 'R1'}",True,Are buildings accessory to the permitted uses (including private garages and accessory living quarters) permitted in a R1 zoning district?
"
ASK {
    ?zoning :permitsUse ""buildings accessory to the permitted uses (including private garages and accessory living quarters)"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'buildings accessory to the permitted uses (including private garages and accessory living quarters)', 'zoning': 'R2'}",True,Are buildings accessory to the permitted uses (including private garages and accessory living quarters) allowed in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""buildings accessory to the permitted uses (including private garages and accessory living quarters)"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'buildings accessory to the permitted uses (including private garages and accessory living quarters)', 'zoning': 'R2'}",True,Are buildings accessory to the permitted uses (including private garages and accessory living quarters) permitted in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""buildings accessory to the permitted uses (including private garages and accessory living quarters)"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'buildings accessory to the permitted uses (including private garages and accessory living quarters)', 'zoning': 'R3'}",True,Are buildings accessory to the permitted uses (including private garages and accessory living quarters) allowed in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""buildings accessory to the permitted uses (including private garages and accessory living quarters)"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'buildings accessory to the permitted uses (including private garages and accessory living quarters)', 'zoning': 'R3'}",True,Are buildings accessory to the permitted uses (including private garages and accessory living quarters) permitted in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""temporary buildings"" ;
            rdfs:label ""R1"" .
}
",template_use_2var_yn_answer,"{'use': 'temporary buildings', 'zoning': 'R1'}",True,Are temporary buildings allowed in a R1 zoning district?
"
ASK {
    ?zoning :permitsUse ""temporary buildings"" ;
            rdfs:label ""R1"" .
}
",template_use_2var_yn_answer,"{'use': 'temporary buildings', 'zoning': 'R1'}",True,Are temporary buildings permitted in a R1 zoning district?
"
ASK {
    ?zoning :permitsUse ""temporary buildings"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'temporary buildings', 'zoning': 'R2'}",True,Are temporary buildings allowed in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""temporary buildings"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'temporary buildings', 'zoning': 'R2'}",True,Are temporary buildings permitted in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""temporary buildings"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'temporary buildings', 'zoning': 'R3'}",True,Are temporary buildings allowed in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""temporary buildings"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'temporary buildings', 'zoning': 'R3'}",True,Are temporary buildings permitted in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""two-family dwellings"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'two-family dwellings', 'zoning': 'R2'}",True,Are two-family dwellings allowed in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""two-family dwellings"" ;
            rdfs:label ""R2"" .
}
",template_use_2var_yn_answer,"{'use': 'two-family dwellings', 'zoning': 'R2'}",True,Are two-family dwellings permitted in a R2 zoning district?
"
ASK {
    ?zoning :permitsUse ""two-family dwellings"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'two-family dwellings', 'zoning': 'R3'}",True,Are two-family dwellings allowed in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""two-family dwellings"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'two-family dwellings', 'zoning': 'R3'}",True,Are two-family dwellings permitted in a R3 zoning district?
"
ASK {
    ?zoning :permitsUse ""multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences', 'zoning': 'R3'}",True,"Are multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences allowed in a R3 zoning district?"
"
ASK {
    ?zoning :permitsUse ""multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences"" ;
            rdfs:label ""R3"" .
}
",template_use_2var_yn_answer,"{'use': 'multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences', 'zoning': 'R3'}",True,"Are multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences permitted in a R3 zoning district?"
"
ASK {
    ?zoning :permitsUse ""open space"" ;
            rdfs:label ""A1"" .
}
",template_use_2var_yn_answer,"{'use': 'open space', 'zoning': 'A1'}",True,Are open space allowed in a A1 zoning district?
"
ASK {
    ?zoning :permitsUse ""open space"" ;
            rdfs:label ""A1"" .
}
",template_use_2var_yn_answer,"{'use': 'open space', 'zoning': 'A1'}",True,Are open space permitted in a A1 zoning district?
"
ASK {
    ?zoning :permitsUse ""agricultural Use"" ;
            rdfs:label ""A2"" .
}
",template_use_2var_yn_answer,"{'use': 'agricultural Use', 'zoning': 'A2'}",True,Are agricultural Use allowed in a A2 zoning district?
"
ASK {
    ?zoning :permitsUse ""agricultural Use"" ;
            rdfs:label ""A2"" .
}
",template_use_2var_yn_answer,"{'use': 'agricultural Use', 'zoning': 'A2'}",True,Are agricultural Use permitted in a A2 zoning district?
"
ASK {
    ?zoning :permitsUse ""dwellings"" ;
            rdfs:label ""A2"" .
}
",template_use_2var_yn_answer,"{'use': 'dwellings', 'zoning': 'A2'}",True,Are dwellings allowed in a A2 zoning district?
"
ASK {
    ?zoning :permitsUse ""dwellings"" ;
            rdfs:label ""A2"" .
}
",template_use_2var_yn_answer,"{'use': 'dwellings', 'zoning': 'A2'}",True,Are dwellings permitted in a A2 zoning district?
"
ASK {
    ?zoning :permitsUse ""maintenance/storage buildings"" ;
            rdfs:label ""A2"" .
}
",template_use_2var_yn_answer,"{'use': 'maintenance/storage buildings', 'zoning': 'A2'}",True,Are maintenance/storage buildings allowed in a A2 zoning district?
"
ASK {
    ?zoning :permitsUse ""maintenance/storage buildings"" ;
            rdfs:label ""A2"" .
}
",template_use_2var_yn_answer,"{'use': 'maintenance/storage buildings', 'zoning': 'A2'}",True,Are maintenance/storage buildings permitted in a A2 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C1"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C1'}",True,Are minor automotive repair allowed in a C1 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C1"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C1'}",True,Are minor automotive repair permitted in a C1 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C2"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C2'}",True,Are minor automotive repair allowed in a C2 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C2"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C2'}",True,Are minor automotive repair permitted in a C2 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C3"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C3'}",True,Are minor automotive repair allowed in a C3 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C3"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C3'}",True,Are minor automotive repair permitted in a C3 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C4"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C4'}",True,Are minor automotive repair allowed in a C4 zoning district?
"
ASK {
    ?zoning :permitsUse ""minor automotive repair"" ;
            rdfs:label ""C4"" .
}
",template_use_2var_yn_answer,"{'use': 'minor automotive repair', 'zoning': 'C4'}",True,Are minor automotive repair permitted in a C4 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C1"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C1'}",True,Are automotive motor fuel dispensing facilities allowed in a C1 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C1"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C1'}",True,Are automotive motor fuel dispensing facilities permitted in a C1 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C2"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C2'}",True,Are automotive motor fuel dispensing facilities allowed in a C2 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C2"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C2'}",True,Are automotive motor fuel dispensing facilities permitted in a C2 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C3"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C3'}",True,Are automotive motor fuel dispensing facilities allowed in a C3 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C3"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C3'}",True,Are automotive motor fuel dispensing facilities permitted in a C3 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C4"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C4'}",True,Are automotive motor fuel dispensing facilities allowed in a C4 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" ;
            rdfs:label ""C4"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive motor fuel dispensing facilities', 'zoning': 'C4'}",True,Are automotive motor fuel dispensing facilities permitted in a C4 zoning district?
"
ASK {
    ?zoning :permitsUse ""automotive self-service motor fuel dispensing facilities"" ;
            rdfs:label ""C1"" .
}
",template_use_2var_yn_answer,"{'use': 'automotive self-service motor fuel dispensing facilities', 'zoning': 'C1'}",True,Are automotive self-service motor fuel dispensing facilities allowed in a C1 zoning district?
